2023-08-05_17-07-28: DF Exception: Sub: R1004D, Sess: 0, KeyError, 'HFA_array', file: ripples_HFA_general.py, line no: 249
2023-08-05_17-11-03: DF Exception: Sub: R1024E, Sess: 0, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1024E_0_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 216
2023-08-05_17-11-03: DF Exception: Sub: R1032D, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 6, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-11-03: DF Exception: Sub: R1032D, Sess: 1, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1032D_1_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 216
2023-08-05_17-11-03: DF Exception: Sub: R1035M, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 5, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-11-03: DF Exception: Sub: R1045E, Sess: 0, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1045E_0_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 216
2023-08-05_17-11-03: DF Exception: Sub: R1045E, Sess: 1, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 5, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-11-04: DF Exception: Sub: R1061T, Sess: 0, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1061T_0_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 216
2023-08-05_17-11-04: DF Exception: Sub: R1065J, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 17, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-11-04: DF Exception: Sub: R1065J, Sess: 1, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 15, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-11-04: DF Exception: Sub: R1065J, Sess: 2, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 17, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-11-05: DF Exception: Sub: R1065J, Sess: 3, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 17, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-11-05: DF Exception: Sub: R1066P, Sess: 0, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1066P_0_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 216
2023-08-05_17-11-05: DF Exception: Sub: R1066P, Sess: 1, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 3, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-11-05: DF Exception: Sub: R1067P, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 2, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-11-05: DF Exception: Sub: R1067P, Sess: 1, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 2, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-11-05: DF Exception: Sub: R1083J, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 3, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-11-05: DF Exception: Sub: R1086M, Sess: 0, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1086M_0_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 216
2023-08-05_17-11-05: DF Exception: Sub: R1089P, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 6, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-11-05: DF Exception: Sub: R1102P, Sess: 0, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1102P_0_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 216
2023-08-05_17-11-05: DF Exception: Sub: R1102P, Sess: 1, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1102P_1_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 216
2023-08-05_17-11-05: DF Exception: Sub: R1105E, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 1, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-11-05: DF Exception: Sub: R1108J, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 8, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-11-05: DF Exception: Sub: R1108J, Sess: 1, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 7, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-11-05: DF Exception: Sub: R1108J, Sess: 2, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 7, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-11-05: DF Exception: Sub: R1108J, Sess: 3, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 8, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-11-05: DF Exception: Sub: R1112M, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 2, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-11-05: DF Exception: Sub: R1131M, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 3, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-11-05: DF Exception: Sub: R1138T, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 2, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-11-05: DF Exception: Sub: R1144E, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 12, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-11-05: DF Exception: Sub: R1144E, Sess: 1, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 13, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-11-05: DF Exception: Sub: R1144E, Sess: 2, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 11, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-11-05: DF Exception: Sub: R1147P, Sess: 0, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1147P_0_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 216
2023-08-05_17-11-05: DF Exception: Sub: R1157C, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 3, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-11-05: DF Exception: Sub: R1157C, Sess: 1, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 3, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-11-05: DF Exception: Sub: R1157C, Sess: 2, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1157C_2_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 216
2023-08-05_17-11-05: DF Exception: Sub: R1158T, Sess: 0, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1158T_0_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 216
2023-08-05_17-11-05: DF Exception: Sub: R1167M, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 1, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-11-05: DF Exception: Sub: R1171M, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 2, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-11-05: DF Exception: Sub: R1174T, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 2, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-11-05: DF Exception: Sub: R1176M, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 2, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-11-05: DF Exception: Sub: R1180C, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 1, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-11-05: DF Exception: Sub: R1180C, Sess: 1, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 1, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-11-05: DF Exception: Sub: R1180C, Sess: 2, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 1, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-11-05: DF Exception: Sub: R1190P, Sess: 0, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1190P_0_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 216
2023-08-05_17-11-05: DF Exception: Sub: R1190P, Sess: 1, FileNotFoundError, [Errno 2] No such file or directory: '/scratch/efeghhi/catFR1/ENCODING/SWR_catFR1_R1190P_1_HPC_encoding_soz_in_hamming.p', file: ripples_HFA_general.py, line no: 216
2023-08-05_17-11-05: DF Exception: Sub: R1192C, Sess: 0, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 1, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-11-05: DF Exception: Sub: R1192C, Sess: 1, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 1, file: ripples_HFA_general.py, line no: 249
2023-08-05_17-11-05: DF Exception: Sub: R1192C, Sess: 2, ValueError, all the input array dimensions for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 4 and the array at index 1 has size 1, file: ripples_HFA_general.py, line no: 249
